Possible Vaccine Adverse Events,Source Title,Source Author,Source Date,Source Additional Information,Source URL
Hepatic enzyme abnormal,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic enzyme decreased,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic enzyme increased,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic fibrosis marker abnormal,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic fibrosis marker increased,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic function abnormal,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic hydrothorax,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic hypertrophy,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic hypoperfusion,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic lymphocytic infiltration,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic mass,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic pain,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic sequestration,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic vascular resistance increased,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic vascular thrombosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic vein embolism,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic vein thrombosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic venous pressure gradient abnormal,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatic venous pressure gradient increased,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatobiliary scan abnormal,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatomegaly,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hepatosplenomegaly,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hereditary angioedema with C1 esterase inhibitor deficiency,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes dermatitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes gestationis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes oesophagitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes ophthalmic,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes pharyngitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes sepsis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex cervicitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex colitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex encephalitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex gastritis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex hepatitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex meningitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex meningoencephalitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex meningomyelitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex necrotising retinopathy,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex oesophagitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex otitis externa,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex pharyngitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex pneumonia,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex reactivation,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex sepsis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex viraemia,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex virus conjunctivitis neonatal,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes simplex visceral,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes virus infection,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes zoster,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes zoster cutaneous disseminated,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes zoster infection neurological,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes zoster meningitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes zoster meningoencephalitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes zoster meningomyelitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes zoster meningoradiculitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes zoster necrotising retinopathy,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes zoster oticus,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes zoster pharyngitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpes zoster reactivation,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Herpetic radiculopathy,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Histone antibody positive,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Hoigne's syndrome,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
